SG:HS:LC,SG:LS:LC,SG:MS:LC,SG:LS:MC,SG:MS:MC,SG:HS:MC,SG:LS:HC,SG:MS:HC,SG:HS:HC,SG:VHS:LC,SG:VHS:MC,SG:VHS:HC
45.315,47.145,47.305,100.745,107.615,106.32,222.475,219.515,216.06,47.035,110.525,215.26
45.505,46.215,47.48,101.45,106.665,106.305,216.965,216.675,214.36,47.465,109.975,220.465
45.685,45.835,47.08,101.78,105.045,104.195,219.98,213.725,213.12,48.025,109.07,218.285
45.135,46.09,47.815,100.855,108.975,104.33,215.6,217.89,213.395,46.92,109.925,221.06
43.885,46.31,47.63,102.33,107.785,107.315,214.28,216.675,218.895,46.665,108.94,216.93
45.61,47.4,46.845,102.305,108.54,103.775,217.52,216.54,213.72,46.545,111.975,215.67
46.125,47.23,47.35,102.335,107.655,104.205,216.51,223.57,216.195,47.57,110.495,216.43
46.23,45.645,47.595,103.845,106.205,105.21,217.25,217.285,212.8,46.585,110.725,220.035
43.85,46.355,46.12,103.23,111.64,104.085,214.815,213.72,215.83,47.34,109.89,220.635
45.58,45.9,46.175,101.045,107.74,104.49,216.1,213.7,213.62,47.185,110.195,222.34
45.78,45.235,46.335,98.86,109.165,104.94,211.46,216.57,214.86,46.9,109.805,216.715
45.17,46.75,46.215,99.715,105.895,105.125,211.055,218.615,215.8,47.375,111.895,218.65
45.95,46.6,46.68,101.475,105.66,102.825,216.38,222.645,215.255,47.555,109.78,216.135
45.24,45.845,47.25,101.32,108.18,104.94,216.335,221.5,218.675,47.205,107.325,216.53
46.035,45.865,46.69,100.225,106.265,106.17,213.965,216.29,213.235,46.41,109.675,217.03
45.09,46.86,46.57,98.67,107.135,104.77,214.89,212.03,216.99,47.175,110.195,217.28
44.765,46.835,44.765,97.115,109.225,104.145,213.92,215.385,221.045,47.295,110.54,214.79
45.44,47.03,46.96,101.86,107.525,107.085,216.14,216.465,217.86,46.285,110.055,224.985
45.385,45.19,45.835,101.545,106.215,106.775,216,217.87,216.965,45.675,107.735,216.14
45.045,45.45,45.45,101.73,107.9,106.445,213.275,220.285,217.275,46.6,110.885,220.435
45.57,45.68,45.895,98.29,107.4,108.34,214.78,219.48,216.345,46.625,109.82,218.73
44.52,45.535,46.395,99.005,107.905,105.045,217.695,214.925,214.745,46.545,109.27,215.28
44.715,45.355,45.87,99.99,105.96,102.225,210.68,220.615,217.495,47.95,107.35,219.355
44.29,45.225,47.16,98.31,104.975,104,211.985,212.735,213.99,46.955,108.93,217.63
44.62,44.81,47.04,98.335,107.865,105.74,215.26,214.65,218.53,47.055,108.36,215.63
44.455,45.87,46.185,102,106.485,103.98,212.645,217.67,219.25,46.515,106.92,213.05
45.135,45.855,46.705,98.095,106.57,104.435,218.005,215.295,217.125,47.57,111.06,220.615
46.315,46.9,46.875,96.495,106.435,105.96,217.675,219.285,213.715,46.845,108.695,216.23
45.825,45.22,46.48,98.605,106.89,106.435,211.655,216.135,216.805,46.77,109,214.04
45.53,45.48,46.7,99.87,106.9,102.77,210.69,216.715,217.73,46.5,109,215.16
45.09,45.525,46.55,98.12,106.09,103.655,211.545,213.89,213.01,46.79,110.495,215.835
44.95,45.245,45.445,98.105,104.4,104.035,210.065,210.99,214.93,46.03,109.53,216.005
45.265,45.515,46.265,99.43,106.465,104.11,213.38,213.09,214.36,46.465,108.025,215.015
45.105,46.68,46.105,96.88,107.205,104.34,213.635,218.89,217.495,47.67,107.66,218.185
44.625,45.105,45.215,99.755,106.5,102.255,212.71,217.795,217.64,47.45,108.835,213.865
45.24,46.36,45.595,99.045,104.925,105.42,212.72,219.34,218.35,45.695,110.44,214.94
44.985,45.195,46.065,99.54,106.225,106.135,213.75,210.55,213.385,45.49,110.135,213.4
45.305,44.925,46.635,98.82,104.48,105.545,211.435,215.45,211.035,46.105,109.09,216.33
44.51,45.525,46.24,99.77,101.71,105.35,211.46,211.155,221.62,45.355,108.37,215.515
44.72,45.675,46.35,98.225,107.815,104.485,209.875,212.98,217.1,46.375,107.82,217.42
44.91,46.17,45.865,100.145,104.375,105.405,217.795,216.54,218.445,45.985,109.51,215.375
44.49,45.45,46.24,99.235,104.295,104.62,212.315,213.9,218.91,46.045,108.755,214.075
45.17,45.375,45.825,100.38,104.14,104.185,216.01,213.49,216.04,45.6,107.71,217.37
44.67,45.46,46.69,100.04,106.415,105.965,215.535,216.055,215.925,47.11,106.6,213.465
44.39,45.775,45.34,97.955,105.275,105.39,212.605,219.46,214.055,46.45,108.385,212.85
44.17,45.115,45.85,98.345,107.035,104.96,216.01,216.155,214.61,45.025,107.635,215.3
45.065,46.235,45.795,99.92,104.85,103.52,216.925,216.2,213.575,46.41,106.4,216.86
45.815,43.94,45.12,100.68,105.795,104.095,209.99,214.05,212.8,46.285,112.015,214.855
44.795,44.18,45.74,100.205,106.275,105.645,211.61,211.655,211.975,46.615,108.255,216.345
44.34,45.13,46.305,97.87,105.84,105.255,216.28,212.67,212.21,45.94,106.97,212.425
44.185,44.905,45.845,98.365,106.435,102.425,211.505,214.11,212.27,45.435,109.175,212.825
44.395,45.375,45.13,99.26,104.41,105.66,218.655,217.43,213.165,45.685,109.53,210.85
44.44,46.41,45.96,98.84,104.42,104.83,215.975,219.47,211.245,46.025,105.785,213.83
44.87,45.64,46.12,99.535,107.99,103.625,215.675,214.67,218.065,46.57,108.835,216.02
45.9,45.075,45.28,98.825,104.08,104.655,214.935,217.015,208.61,45.96,108.635,221.115
44.45,44.49,45.81,98.805,103.935,107.095,210.615,218.995,214.545,44.59,106.615,215.345
45.04,45.075,45.735,97.865,104.43,102.005,215.13,213.89,210.775,45.995,109.855,216.365
45.245,44.705,46.205,97.17,104.12,102.26,215.99,210.665,214.32,45.885,109.85,214.14
44.6,45.205,45.025,99.3,104.79,104.64,212.33,215.185,219.56,46.925,106.38,215.845
44.705,45.605,44.7,100.095,105.18,103.705,210.08,213.35,214.35,46.435,106.83,214.46
44.555,45.49,46.225,99.73,105.765,103.59,212.805,208.255,216.69,45.64,108.455,217.27
45.075,45.215,44.92,98.58,105.06,104.065,211.905,213.51,214.945,45.56,106.51,215.835
43.62,44.73,45.57,96.66,104.18,104.71,209.325,215.445,214.37,45.68,107.72,215.89
45.135,45.25,46.96,97.99,105.385,105.565,212.155,213.95,216.385,46.69,106.27,212.2
44.295,44.65,46.835,96.255,106.805,104.195,210.9,209.9,215.115,44.685,108.04,216.045
44.44,45.39,46.125,98.795,103.985,106.925,214.775,217.55,212.73,45.035,106.485,218.395
44.26,44.665,45.51,97.545,101.39,104.28,211.57,214.385,211.125,45.725,107.76,215.18
44.31,45.39,45.605,98.585,104.81,102.615,217.61,215.98,216.235,45.67,106.64,210.66
44.45,45.11,44.53,97.625,104.23,103.775,214.06,211.7,212.625,45.995,107.92,209.64
44.71,44.79,45.285,98.57,105.52,104.015,215.2,211.295,207.57,46.43,106.1,213.11
44.47,45.925,45.345,100.395,103.13,102.215,209.46,209.87,214.015,45.705,106.655,208.88
44.51,45.45,44.805,99.165,105.745,103.29,211.855,210.88,213.28,46.55,107.13,215
44.195,45.51,44.56,97.61,104.715,103.305,214.28,216.35,214.66,44.69,106.74,214.695
44.405,45.205,44.35,99.1,105.78,105.56,212.255,215.22,217.045,45.245,108.85,215.16
45.27,44.98,45.335,98.62,105.84,104.87,207.135,212.115,215.15,45.755,108.19,212.715
44.96,43.82,44.575,98.105,101.72,102.875,210.95,217.955,217.57,45.775,105.31,211.77
44.33,44.545,44.89,96.165,103.195,103.635,217.975,214.065,212.07,45.995,109.235,209.325
44.655,43.65,45.735,98.795,103.97,102.805,210.625,217.635,208.94,45.18,107.21,212.025
44.045,44.07,44.785,98.325,103.68,104.355,213.565,210.65,209.075,45.65,105.785,212.17
43.285,43.39,45.975,95.965,105.56,104.905,209.315,210.44,214.435,46.26,105.68,212.165
43.795,44.615,45.86,98.305,103.815,102.895,208.825,213.37,213.77,45.705,107.67,211.31
43.575,44.745,44.78,98.175,102.975,105.815,212.105,213.53,213.29,44.77,105.07,213.535
43.115,45.43,44.99,97.595,104.495,105,205.18,215.805,213.655,44.78,105.92,214.1
43.405,44.065,46.065,97.33,103.54,102.88,213.155,214.775,216.515,44.565,106.26,211.2
43.325,44.525,45.02,96.71,103.21,102.65,214.295,218.84,215.575,45.3,105.94,215.32
44.1,43.84,45.595,98.625,103.05,104.045,212.585,211.285,209.885,45.67,106.9,210.4
43.91,44.215,44.425,95.665,105.275,104.175,205.03,205.535,212.06,45.355,105.45,209.605
43.965,44.955,44.085,97.205,106.615,103.255,208.115,213.115,208.58,45.105,106.45,209.81
43.655,44.78,45.045,98.36,105.445,103.71,208.595,211.835,213.72,44.95,105.445,210.04
43.49,44.8,45.265,97.11,105.835,101.81,212.02,211.475,212.98,45.3,107.105,212.175
43.85,44.015,45.505,99.435,104.955,103.565,203.865,205.61,211.235,45.605,107.5,214.64
43.755,43.67,44.89,99.01,104.545,103.25,207.755,213.86,213.885,45.13,106.54,211.47
43.825,44.085,44.7,97.505,104.405,103.89,209.365,210.715,212.855,45.455,106.745,209.925
42.86,45.04,44.885,97.9,101.405,103.53,205.41,214.81,209.545,44.76,105.255,215.675
43.9,43.805,45.675,96.205,103.42,101.455,210.635,211.395,210.11,44.9,107.785,213.23
43.02,44.405,44.845,95.735,102.86,103.295,209.205,209.635,209.2,45.09,104.355,209.39
43.46,43.93,45.27,97.11,102.275,102.37,212.605,211.815,208.65,45.195,108.6,208.965
42.685,43.62,44.25,97.635,104.075,103.465,207.48,206.95,212.375,44.845,105.305,210.135
43.615,43.58,44.905,97.47,101.565,102.03,206.82,216.215,211.39,44.775,105.44,213.415
42.855,44.685,44.915,98.505,102.855,102.31,205.92,212.96,209.34,44.615,105.475,208.8
43.175,44.565,45.795,97.245,102.975,103.39,205.285,217.285,212.235,44.015,109.03,207.965
43.645,45.13,44.495,95.865,102.74,103.105,209.72,215.245,211.625,44.4,103.34,211.26
42.79,44.59,45.51,96.485,105,103.285,217.205,210.24,213.3,45.695,105.225,212.265
43.415,44.4,44.66,95.305,103.965,100.825,206.12,208.485,214.37,45.1,106.105,209.305
43.67,44.415,44.74,96.745,102.895,102.65,205.595,209.63,210,44.595,105.405,208.695
43.765,44.075,44.69,97.005,101.775,104.105,211.12,209.48,208.145,44.485,106.625,207.47
43.82,43.99,44.88,95.685,103.98,101.645,211,207.74,211.57,45.15,106.53,207.635
43.52,43.565,44.83,96.105,101.325,98.755,207.605,209.475,208.73,45.09,105.31,210.44
43.1,43.235,43.71,96.055,103.04,103.1,207.765,209.98,216.025,45.195,107.255,210.275
43.24,43.26,44.435,96.365,104.71,101.83,204.525,212.68,208.885,44.195,106.455,210.98
42.705,43.745,45.14,98.34,104.24,101.615,213.55,209.36,212.735,43.52,105.855,208.655
43.895,43.455,45.42,94.9,101.34,103.705,204.725,213.795,208.39,44.81,105.75,214.145
43.305,43.6,44.72,95.915,102.61,102.115,211.725,208.575,210.715,44.045,105.885,206.075
43.525,44.445,45.135,97.75,102.965,103.37,207.74,209.59,208.79,45.635,106.04,210.825
43.58,43.66,44.725,96.5,101.18,100.165,205.195,210.02,212.03,44.6,106.29,212.51
43.7,44.015,44.19,96.94,102.455,101.89,207.31,211.4,208.245,44.235,105.885,203.45
43.305,44.37,44.3,95.875,101.25,102.585,208.84,212.13,209.085,44.89,104.66,209.91
43.55,43.87,44.61,96.36,101.535,102.235,208.15,212.47,212.195,44.8,105.04,212.75
43.24,42.845,45.32,96.155,102.4,102.28,210.23,208.74,208.845,44.3,104.27,214.085
42.905,43.5,44.66,97.345,101.97,100.685,206.17,206.26,208.145,44.645,105.395,207.605
43.275,44.62,45.49,96.055,101.89,103.29,204.5,212.91,212.5,45.305,106.38,206.94
42.405,42.965,45.23,99.895,102.13,101.41,205.615,207.515,213.1,45.275,104.075,210.735
43.295,44.05,44.525,98.37,103.005,104.185,208.135,209.675,214.435,43.945,103.755,208.725
42.975,43.81,43.6,96.755,101.205,103.21,210.47,209.01,211.94,44.79,106.96,212.57
42.395,43.43,44.37,95.95,101.415,102.295,207.405,210.07,214.56,44.46,104.215,209.495
42.95,44.11,44.585,95.925,102.385,100.905,209.33,208.12,208.405,45.06,106.04,208.105
43.175,43.985,44.68,95.105,101.615,100.21,206.115,208.97,210.285,44.765,106.475,207.1
43.4,43.25,44.645,94.385,100.515,101.03,213.79,206.61,208.77,45.58,104.16,209.495
43.675,43.41,45.29,95.375,101.145,102.5,209.545,205.045,207.405,46.36,103.875,210.25
42.575,43.915,44.765,96.92,101.23,99.84,204.16,211.725,211.435,45.405,103.445,208.51
42.19,43.97,45.15,94.755,103.14,102.91,207.335,212.33,204.615,44.005,103.285,206.56
42.745,42.84,44.195,95.29,103.135,101.235,206.305,211.03,208.3,45.135,106.38,208.21
42.695,43.6,44.18,97.32,102.73,101.575,207.5,209.54,210.16,44.59,103.88,206.445
43.01,43.205,44.91,94.7,103.74,101.71,206.94,208.245,210.645,44.86,104.89,203.435
42.91,43.735,44.99,96.93,104.3,102.935,209.16,208.705,210.555,44.775,104.965,210.005
42.225,43.18,44.81,96.75,100.96,102.495,210.37,209.655,211.495,44.995,107.65,204.29
42.485,44.21,43.765,97.395,99.68,102.185,207.465,210.38,207.42,44.33,103.66,204.94
42.835,43.31,44.395,94.715,101.56,100.615,207.815,206.23,209.505,44.115,105.42,205.67
42.985,42.615,45.065,95.335,101.305,99.97,207.15,204.4,212.02,44.355,103.56,207.5
42.305,42.92,44.015,94.31,102.445,101.81,208.19,204.38,210.265,44.69,104.99,204.655
42.295,42.985,43.985,96.69,100.395,101.775,210.145,211.29,206.23,43.635,102.97,206.545
43.24,43.925,44.13,93.835,100.42,99.8,210.105,209.9,206.695,44.605,103.725,202.71
42.095,43.485,44.32,98.44,102.575,98.35,207.395,205.635,212.94,44.515,103.47,207.33
41.51,43.74,44.46,97.72,101.165,101.47,207.865,206.81,203.99,44.085,103.51,206.54
42.585,43.305,44.55,93.97,101.49,100.715,206.11,205.755,211.74,44.995,104.965,207.205
42.32,44.34,44.16,95.5,102.1,101.895,212.22,211.625,204.74,44.935,103.245,206.22
41.915,43.565,44.77,95.52,101.05,99.945,204.92,207.755,207.7,43.39,103.63,209.5
42.88,43.27,44.645,96.775,101.235,100.525,210.065,207.295,208.795,44.315,104.055,208.4
43.25,44.37,43.62,94.83,102.775,101.19,212.965,205.34,206.7,44.545,104.535,206.2
42.865,43.555,44.265,95.18,101.145,100.61,201.765,203.145,206.6,43.215,104.255,205.13
43.24,43.78,45.1,94.92,101.115,101.07,205.025,206.22,210.425,43.945,102.795,205.53
41.17,43.83,43.905,95.39,100.75,100.74,212.05,209.085,210.45,44.17,104.23,204.46
42.6,43.165,43.885,94.515,99.83,101.725,211.92,204.735,208.615,44.655,104.745,207.75
43.12,43.87,43.585,97.165,102.145,100.6,204.66,205.68,204.01,44.35,102.93,205.19
42.02,43.185,44.385,94.62,100.095,99.78,202.165,207.78,210.375,43.73,104.32,203.275
42.005,43.27,43.695,96.545,101.57,100.48,206.445,208.5,213.075,44.05,105.64,206.32
41.91,42.575,44.5,96.37,101.18,100.94,206.91,206.265,201.745,44.605,103.04,208.52
41.22,43.34,43.82,96.725,101.155,102.055,207.295,206.695,209.54,44.02,102.96,202.585
42.575,42.11,43.41,96.445,101.85,100.47,211.645,206.955,204.195,43.485,104.04,206.53
42.115,43.655,44.905,95.37,100.94,101.13,211.285,204.06,206.46,44.085,104.95,204.45
41.895,42.47,44.13,95.015,98.13,99.19,210.245,207.74,208.925,43.28,104.645,207.51
42.445,43.035,43.565,96.105,101.635,100.635,206.38,205.54,211.44,43.675,104.99,205.575
42.225,44.355,43.875,94.32,101.845,101.5,208.385,209.955,206.3,44.05,100.7,206.64
42.095,43.035,44.22,95.515,100.755,100.145,207.235,207.035,209.185,43.77,103.865,203.825
41.535,43.38,44.525,96.175,99.18,102.175,205.55,208.97,206.18,44.565,103.77,206.68
42.17,42.915,43.66,96.955,100.065,98.31,203.5,209.765,209.445,43.98,104.645,206.8
41.795,43.83,42.865,96.765,102.025,99.695,203.05,205.34,203.32,43.855,103.655,208.28
41.48,43.175,44.405,96.845,103.19,99.8,204.555,201.765,205.905,43.445,103.995,206.085
42.155,42.485,44.79,92.96,100.735,99.56,201.72,203.87,206.215,43.835,103.775,202.52
42.605,42.52,43.37,95.69,101.465,98.835,202.185,204.225,204.34,44.475,103.805,206.255
42.035,43.27,43.215,96.935,99.17,100.35,201.655,203.575,205.1,44.135,100.465,206.645
43.08,42.8,43.535,95.345,100.555,100.16,206.205,202.36,207.8,43.835,102.085,203.35
42.2,42.55,42.905,96.03,99.765,99.775,208.855,202.135,211.97,44.53,101.225,199.92
41.57,42.84,43.745,94.675,99.075,100.775,202.715,203.55,205.94,43.2,100.96,202.365
43.35,42.38,43.41,95.945,99.765,100.495,202.925,202.715,199.83,43.675,102.57,205.14
41.22,42.595,43.45,94.86,100.255,100.215,201,209.085,204.025,43.295,103.075,200.48
41.505,43.555,43.18,95.41,99.625,99.355,205.87,205.885,201.895,44.215,102.675,210.535
42.845,42.925,43.595,94.47,100.275,97.965,205.12,206.455,206.165,44.035,104.605,205.67
42.295,43.02,43.375,93.205,96.795,100.175,206.755,205.58,205.33,43.505,103.575,207.555
41.925,44.38,44.255,91.615,98.35,99.375,202.265,206.15,203.245,43.435,104.865,203.195
41.48,43.27,44.84,93.68,101.055,99.7,204.925,208.275,203.75,43.74,102.31,203.92
40.99,42.645,44.845,94.76,99.61,99.8,203.81,204.725,203.78,44.215,103.005,203
41.745,43.195,45.345,94.74,98.675,99.375,204.465,208.79,206.275,43,103.005,201.96
42.05,42.36,44.605,92.825,100.28,99.11,207.27,204.35,202.695,42.53,103.165,202.32
41.1,42.695,43.545,94.945,102.04,100.38,205.755,210.595,203.775,42.97,103.575,201.915
41.895,42.155,43.765,94.705,100.53,98.225,203.23,202.48,207.545,43.83,101.945,206.175
42.24,42.58,43.69,92.86,101.555,98.74,205.05,206.59,202.45,43.795,101.815,203.435
42.475,44.065,43.21,93.52,100.13,99.905,203.975,203.17,206.82,43.225,102.355,203.415
41.985,42.615,42.515,93.91,98.885,101.535,204.925,199.345,208.305,42.215,102.765,205.11
42.22,42.24,43.705,94.255,99.655,100.44,199.375,205.585,206.45,42.54,103.125,203.01
41.65,42.655,43.055,93.115,101.375,97.245,200.375,203.35,205.845,43.86,102.04,207.155
41.72,43.01,43.155,94.84,102.475,98.79,203.53,206.8,206.335,43.49,103.83,206.145
40.795,42.855,44.13,93.225,101.15,99.515,204.57,203.86,204.22,42.73,100.645,204.99
41.28,42.955,43.27,94.61,101.895,99.765,201.595,204.325,207.3,42.855,102.625,199.145
41.57,42.295,42.885,95.405,98.51,99.775,206.58,208.005,204.895,43.19,101.82,202.855
41.455,42.215,43.675,94,101.79,99.19,202.985,202.395,208.795,43.385,102.83,202.65
41.04,43.49,44.055,94.49,99.995,98.885,204.575,203.825,204.32,44.325,104.35,203.01
41.46,42.575,43.705,93.62,98.52,98.045,207.945,200.92,204.375,43.905,101.105,199.33
42.155,42.43,43.575,92.805,99.79,99.73,206.97,198.93,210.315,42.92,102.555,204.075
42.23,42.1,43.325,93.455,99.845,98.215,202.755,207.68,202.42,43.515,103.07,207.145
41.075,43.04,42.71,95.025,103,98.345,203.245,204.11,207.61,43.185,102.195,205.61
42.475,42.385,43.64,93.055,97.995,95.44,199.685,204.92,205.015,42.935,101.3,199.025
41.505,41.53,42.595,93.77,100.395,98.88,199.465,205.14,200.275,42.91,101.38,203.36
41.85,42.1,43.57,94.8,99.875,97.26,197.545,206.22,208.245,43.225,104.18,204.27
41.085,43.375,43.4,94.125,98.235,97.815,204.74,200.27,206.845,44.275,101.48,205.25
41.82,41.92,43.285,93.74,97.44,98.62,203.39,204.005,207.035,43.69,102.735,202.48
42.125,42.05,43.56,93.94,98.475,98.51,205.135,204.905,209.545,43.215,102.315,207.08
40.72,41.875,44.1,93.05,100.94,96.82,200.975,203.72,202.445,42.94,98.805,201.245
41.42,42.755,42.73,92.925,101.5,98.69,200.57,207.26,199.6,43.005,101.415,202.26
41.02,42.715,43.505,93.505,99.195,96.86,198.875,205.88,202.175,42.955,101.465,202.49
40.54,42.405,42.935,93.265,100.71,96.885,200.795,202.79,200.255,43.955,101.96,198.93
41.14,43.04,43.265,93.39,100.05,96.275,201.24,204.76,207.19,43.85,102.695,203.18
41.005,43.105,43.275,93.84,102.045,95.36,195.445,205.045,203.91,42.42,100.78,201.28
40.495,43.545,43.52,93.01,99.325,97.385,202.26,205.425,202.845,43.71,101.07,202.12
40.285,43.11,42.865,92.795,102.665,94.525,201.02,202.11,197.35,43.565,100.845,202.035
40.795,42.02,42.3,92.89,99.625,97.63,200.165,202.41,201.965,42.985,101.13,202.37
40.585,42.24,42.84,94.925,102.915,96.945,203.845,200.61,202.755,42.07,101.475,203.995
40.645,42.75,42.44,94.24,101,96.955,199.405,204.225,201.755,43.415,102.175,203.6
40.64,41.925,42.715,93.975,101.58,97.935,203.325,203.285,206.575,42.34,99.48,195.78
41.34,42.875,42.06,93.715,101.34,98.565,199.31,207.025,199.655,42.445,101.39,199.88
41.03,42.625,42.235,93.49,99.715,97.14,199.475,200.67,200.52,43.785,101.14,203.49
39.99,43.28,43.485,93.335,99.245,97.735,199.57,205.63,200.865,42.465,100.085,200.135
41.09,42.39,42.955,91.735,100.625,98.745,202.455,202.455,201.89,42.56,99.61,200.525
41.14,42.34,42.45,91.475,101.35,95.755,205.32,204.045,199.13,43.13,100.065,202.26
40.945,43.52,41.83,92.72,100.23,97.305,203.41,200.905,204.58,42.415,100.8,200.225
41.655,42.305,42.905,92.31,100.55,98.605,201.635,203.145,202.13,42.37,101.11,202.755
40.745,41.84,43.555,93.065,101.595,96.895,200.79,200.505,200.63,43.49,101.26,203.255
41.74,43.055,42.885,93.11,102.435,97.63,201.8,203.21,199.955,43.915,99.45,198.905
41.45,43.14,42.39,93.6,99.03,96.3,200.675,201.78,200.99,43.745,101.49,198.885
40.88,42.89,42.825,92.975,100.795,97.25,199.6,206.195,200.26,42.61,101.825,202.12
41.385,42.39,42.705,92.3,99.945,97.34,196.345,202.135,201.275,43.585,99.275,198.75
40.845,43.82,42.63,91.105,100.71,97.145,201.375,200.37,203.28,42.39,98.55,198.325
41.185,41.935,43.09,93.215,100.91,96.15,205.99,200.555,205,42.32,101.79,200.36
40.39,43.465,42.515,92,101.43,97.485,199.925,202.025,200.875,42.7,98.35,200.675
40.09,42.52,43.195,95.57,99.86,98.335,196.275,201.67,200.615,42.085,102.955,199.925
41.305,43.005,43.07,93.97,99.045,97.105,206.035,201.52,203.985,41.795,101.05,203.015
40.19,42.725,42.82,94.55,100.86,94.74,199.215,198.29,201.185,43.315,100.19,203.43
41.34,42.71,42.495,93.705,100.665,95.805,202.225,200.105,197.94,43.315,100.815,203.28
41.175,41.615,43.83,92.5,99.78,97.68,202.065,199.305,201.645,42.375,99.53,196.09
41.85,43.285,42.5,92.36,100.645,96.985,195.205,198.835,200.655,42.295,99.36,198.175
41,42.675,42.185,91.285,99.695,94.66,195.705,197.49,202.97,42.73,101.1,197.66
40.62,42.87,43.15,93.195,101.25,96.895,200.05,202.045,198.43,42.89,100.99,200.355
40.64,42.205,43.095,93.99,99.915,98.45,206.645,203.48,205.91,42.03,100.79,198.865
40.57,42.565,43.17,94.25,99.61,96.045,202.205,201.335,207.425,42.505,100.075,200.305
40.595,42.795,43.49,93.97,101.485,95.825,202.355,201.415,201.73,42.79,98.99,197.51
40.39,43.84,42.795,92.38,98.92,95.985,201.77,201.195,203.995,42.26,98.62,202.11
39.86,42.965,42.165,92.7,99.67,95.88,199.025,207.43,197.745,42.98,99.31,200.425
40.15,42.255,42.41,93.355,99.04,95.66,199.19,200.26,203.32,42.59,98.485,201.08
41.55,42.11,42.7,93.735,97.17,97.415,197.265,201.44,201.075,42.91,100.45,198.795
40.03,42.995,42.625,93.56,100.73,97.655,202.75,205.045,200.715,42.115,98.095,198.86
40.14,43.715,42.25,93.665,100.83,97.115,205.685,203.195,201.795,42.6,98.575,196.37
40.33,43.275,42.57,93.995,99.98,94.575,199.905,203.675,199.445,42.47,98.535,199.405
40.02,43.155,42.335,93.015,103.815,95.515,200.86,202.125,201.12,42.45,97.54,197.325
39.53,42.17,43.37,93.03,99.285,96.62,199.645,198.575,202.27,42.29,101.385,198.535
40.035,42.93,42.64,93.28,101.505,95.99,199.985,205.775,203.06,42.56,100.285,200.37
40.35,42.22,42.73,91.98,97.385,94.67,199.765,202.015,198.4,42.05,101.095,200.93
40.085,42.54,42.385,90.57,100.295,97.55,200.065,202.77,195.325,42.105,101.05,199.72
39.77,42.85,42.425,93.715,98.23,97.235,201.64,201.495,199.39,42.085,99.485,196.53
40.8,43.425,43.035,94.08,99.16,94.2,202.215,199.865,202.715,42.105,98.3,198.615
40.22,43.605,42.115,93.44,100.575,95.89,199.44,206.49,201.13,42.59,99.06,198.835
40.615,42.2,43.05,93.9,98.965,95.205,197.77,203.615,196.445,42.305,100.37,198.25
40.73,42.245,42.875,92.615,98.525,96.395,197.18,203.95,197.95,42.51,100.23,197.33
39.61,42.405,43.015,93.245,99.57,96.06,202.41,199.73,199.75,42.91,99.07,199.76
40.245,42.775,42.625,92.83,99.4,97.43,201.17,202.005,200.395,42.035,98.13,195.515
40.24,43.07,42.47,91.495,100.16,96.18,198.51,203.01,200.165,42.18,101.21,196.915
40.745,41.995,42.95,93.56,99.545,97.5,205.815,199.8,198.125,43.13,99.645,197.82
39.705,41.715,41.515,91.49,100.655,96,201.91,200.615,198.905,42.005,99.78,199.61
39.855,42.755,43.115,91.84,97.945,96.3,197.52,203.445,201.375,41.56,100.555,202.095
39.53,42.115,42.035,90.745,99.07,96.96,203.785,205.695,204.735,41.745,98.66,198.375
39.31,43.005,42.17,92.19,98.83,96.125,197.975,199.215,199.835,41.94,97.465,197.68
40.305,42.095,41.795,92.875,100.09,95.44,202.94,201.53,198.095,42.055,99.44,199.215
40.22,41.98,42.85,91.29,99.245,95.605,200.05,203.21,200.58,42.22,99.565,198.145
39.96,42.58,42.205,93.59,98.59,94.73,204.735,202.365,203.795,41.585,98.11,199.61
40.155,42.35,42.68,92.345,100.405,96.61,197.5,205.025,199.835,42.115,98.395,199.255
40.56,42.78,42.46,91.935,99.185,95.235,199.145,203.875,196.71,42.175,97.68,198.98
39.75,42.515,41.605,93.735,101.74,95.555,196.46,203.38,204.65,42.32,97.415,201.33
40.47,42.365,42.29,92.78,99.27,95.74,198.385,202.735,198.12,42.44,100.805,197.275
39.965,42.295,42.895,94.045,99.31,95.535,199.75,201.97,197.44,42.23,98.97,200.61
40.015,42.19,42.545,93.12,97.82,94.12,197.365,204.13,198.005,41.795,98.54,192
39.185,42.42,42.075,91.54,99.645,95.7,200.98,201.225,199.145,41.795,98.055,198.45
39.465,42.655,42.03,91.285,97.1,93.92,201.155,203.665,195.08,42.44,99.86,193.77
39.66,42.215,43.04,92.465,99.21,94.665,200.3,205.55,198.59,41.545,98.165,195.125
39.62,41.555,41.105,94.135,98.56,97.055,197.035,202.035,199.82,42.47,99.825,204.445
40.11,42.455,42.405,93.26,97.215,94.51,201.36,198.7,196.185,42.255,100.23,201.445
40.095,41.745,41.47,90.47,98.03,97.43,195.27,202.635,194.08,41.58,100.235,196.355
38.88,41.945,42.08,91.81,100.03,93.88,193.8,197.23,199.21,41.41,99.5,196.815
39.84,42.595,42.16,92.56,99.17,96.25,196.7,205.06,198.005,41.88,99.31,199.205
40.055,42.735,42.395,92.515,98.265,96.15,197.34,200.65,196.795,41.23,98.765,193.35
39.85,42.655,42.02,91.75,98.72,95.67,197.785,198.65,201.44,42.775,97.62,195.37
39.785,42.215,41.79,89.38,97.805,95.465,200.32,203.73,195.21,41.805,98.375,190.715
