SG:HS:LC,SG:LS:LC,SG:MS:LC,SG:LS:MC,SG:MS:MC,SG:HS:MC,SG:LS:HC,SG:MS:HC,SG:HS:HC,SG:VHS:LC,SG:VHS:MC,SG:VHS:HC
34.155,37.205,36.36,81.835,87.52,85.555,179.37,183.645,177.565,37.55,89.225,177.055
34.415,36.245,36.685,81.945,89.625,86.135,180.31,185.42,185.05,37.56,87.84,178.85
35.035,37.515,38.01,82.365,87.855,84.975,180.415,187.065,180.265,36.86,87.76,178.6
34.33,36.7,36.295,81.93,87.405,85.705,178.525,191.225,178.565,36.995,89.125,177.875
34.705,37.095,36.24,82.51,87.755,85.59,179.215,184.13,182.545,36.575,90.705,178.095
35.55,36.93,36.965,82.57,88.045,85.455,179.795,182.075,179.125,36.425,89.405,180.85
34.5,37.295,37.325,81.655,88.525,85.385,178.04,183.85,174.63,36.5,90.09,178.555
34.105,37.715,36.91,81.665,89.6,86.475,175.885,185.755,175.41,36.74,89.025,178.27
34.81,36.825,36.925,82.42,86.84,85.165,179.81,187.435,177.855,37.33,88.68,179.065
34.53,37.64,35.98,79.385,87.475,84.785,175.385,183.195,177.48,37.035,88.775,176.645
35.165,36.185,36.63,81.76,88.915,84.91,181.95,181.715,180.635,37.645,91.085,179.365
34.745,37.04,37.075,81.87,87.005,85.295,178.515,184.525,177.15,37.665,90.355,180.91
34.28,36.23,36.42,81.645,88.43,85.425,179.985,183.79,180.695,37.255,89.54,177.365
34.765,36.81,36.85,82.025,87.64,85.94,179.47,184.155,181.125,36.66,90.065,178.585
35.145,37.035,37.315,82.48,88.585,84.1,180.3,183.405,180.225,37.25,89.95,177.52
34.11,36.705,36.51,81.295,87.03,86.135,180.655,182.755,179.515,36.83,87.345,178.305
34.565,36.49,36.675,80.995,87.525,85.5,179.805,181.905,177.26,37.365,88.815,179.315
34.95,37.145,37.01,81.56,88.615,84.48,174.78,183.63,176.51,37.16,89.53,175.935
34.665,36.065,37.165,81.505,89.565,85.935,176.71,178.845,178.72,37.375,88.72,178.785
34.545,36.055,36.345,81.955,89.86,83.05,175.385,182.795,178.225,36.71,88.855,180.095
34.235,36.42,37.015,80.495,88.12,83.655,177.515,184.18,178.55,37.655,89.105,176.285
34.62,36.65,36.525,82.24,87.735,85.67,177.37,188.67,177.9,37.3,88.72,175.715
34.385,36.705,36.065,81.77,86.96,84.055,178.695,183.905,182.32,36.33,86.64,178.885
34.075,37.03,36.905,80.32,88.51,85.475,176.56,181.555,175.215,36.54,90.155,176.04
34.15,35.745,36.84,79.775,88.27,84.465,176.93,183.465,177.315,36.1,88.605,175.925
34.59,36.795,36.72,80.395,88.625,84.74,176.805,181.02,184.225,36.875,87.745,175.81
34.425,35.82,35.97,81.875,88.15,84.505,178.345,184.17,181.895,36.96,88.52,176.195
34.52,36.43,36.775,81.215,88.64,86.285,175.58,184.125,173.195,37.255,88.605,179.27
34.785,35.575,35.53,80.32,88.39,84.57,177.4,183.275,178.015,36.865,88.855,174.05
34.34,35.905,36.705,80.38,87.685,84.295,178.34,183.275,176.605,37.325,88.18,177.4
33.665,36.74,36.485,80.575,88.2,84.91,176.475,185.035,173.47,36.82,88.49,176.75
34.805,36.315,36.85,81.58,88.185,84.91,177.35,185.225,178.3,37.095,89.95,178.1
35.065,36.575,36.2,81.68,88.61,84.795,179.78,184.37,180.73,37.21,89.515,178.01
34.045,36.77,36.775,82.18,88.15,83.97,178.315,183.105,180.325,36.81,86.645,176.68
34.21,36.35,36.785,80.925,87.135,83.625,177.495,185.63,173.295,35.965,85.8,178.24
33.97,36.025,36.545,80.225,86.83,83.425,176.815,186.175,179.38,37.14,88.06,174.82
34.67,35.87,36.885,81.585,86.685,85.74,177.635,183.745,177.79,36.78,87.395,175.155
34.495,36.435,36.425,80.19,87.54,85.23,179.045,182.53,177.19,36.525,88.18,173.785
33.645,36.585,36.58,81.33,86.215,84.77,176.815,183.32,177.555,37.28,87.65,175.18
33.935,36.01,36.165,80.225,88.505,83.955,173.445,184.265,181.435,37.01,88.915,176.805
33.95,36.02,36.08,81.025,86.825,82.825,173.835,181.51,179.79,37.22,87.255,173.565
34.145,35.53,36.39,82.675,86.53,83.935,176.815,188.555,176.485,36.485,86.715,177.04
34.16,35.995,36.43,83.3,87.44,83.43,178.69,184.485,178.02,36.82,87.27,179.27
34.72,36.525,36.25,80.885,89.375,85.075,177.235,179.045,178.525,37.055,87.28,175.99
34.275,36.28,36.895,80.735,88.96,82.7,177.04,182.315,177.895,36.815,87,175.29
33.68,36.475,36.67,79.48,87.315,82.65,178.23,181.59,180.22,36.4,88.2,176.45
34.27,36.305,36.12,80.44,88.545,83.69,177.14,187.42,179.595,35.99,87.34,174.59
34.125,36.295,36.525,80.245,86.595,83.545,179.665,181.545,177.895,36.96,86.43,179.405
34.195,36.32,36,80.37,85.56,84.755,174.665,182.125,181.23,37.1,88.65,178.795
34.425,35.855,36.41,81.665,86.09,84.615,173.975,181.21,178.07,36.86,88.89,179.91
34.025,35.54,36.555,80.885,86.35,85.185,178.19,180.71,179.69,36.37,87.8,175.27
34.24,35.75,35.845,79.825,86.155,84.315,176.505,182.635,176.815,36.405,87.96,178.46
34.15,36.21,36.31,79.525,86.68,83.97,176.375,179.89,178.4,36.82,87.455,172.435
34.4,36.05,36.385,80.49,88.775,82.9,178.6,184.76,175.955,36.255,87.05,174.56
33.69,35.705,35.7,79.36,86.36,84.26,178.465,177.07,176.015,36.58,88.23,175.33
33.665,36.03,36.405,79.835,88.33,83.91,176.36,178.92,176.605,36.13,89.47,175.635
33.935,35.95,37.27,80.745,87.015,83.805,178.315,183.115,175.58,36.895,87.535,176.895
34.055,35.46,35.715,79.59,85.885,84.485,179.225,178.58,178.685,36.275,87.215,177.805
34.585,35.53,36.12,81.51,85.845,85.1,175.77,182.755,180.675,36.37,87.945,174.655
33.76,36.48,35.64,82,86.645,83.9,175.81,179.83,176.595,36.41,86.335,174.81
34.045,35.735,35.86,78.825,86.82,82.27,179.44,184.21,175.18,36.005,87.825,173.775
33.78,35.625,36.5,79.815,87.055,81.115,174.945,177.305,179.4,36.275,87.53,177.795
33.645,36.3,35.865,79.45,87.065,83.985,177.485,177.835,176.8,36.74,89.23,177.33
33.655,35.26,36.295,81.78,85.495,83.785,178.335,179.8,177.48,36.955,87.695,175.855
33.695,35.875,36.2,79.43,85.33,84.08,175.125,176.14,178.91,36.815,86.96,173.315
34.36,36.47,36.565,79.75,84.71,82.87,177.56,177.895,180.15,35.84,86.095,174.67
33.95,36.065,36.25,80.82,85.155,84.455,175.225,181.84,178.145,36.595,86.24,176.125
34.32,36.69,35.91,79.885,86.72,84.565,176.125,178.875,175.66,36.66,87.39,174.61
33.51,35.915,35.745,80.505,87.46,83.99,176.64,178.79,174.66,36.21,87.65,173.575
34.02,35.71,36.585,79.815,85.655,84.24,179.05,183.79,175.14,36.9,88.76,175.795
34.02,35.495,35.83,80.225,85.57,82.94,179.825,179.98,175.77,36.325,86.585,172.105
33.54,36.005,35.935,79.63,84.785,83.905,173.4,181.59,175.815,35.905,88.37,174.59
33.5,36.045,36.475,79.635,84.915,83.88,172.22,178.335,175.22,35.255,88.125,173.345
33.82,35.655,35.66,79.355,86.44,83.01,177.365,179.725,179.815,36.03,87.49,172.24
34.575,35.67,35.315,79.48,89.18,82.3,175.95,179.44,175.35,36.02,88.995,174.555
33.385,36.265,35.32,78.92,84.18,84.295,169.055,184.27,174.315,36.335,87.5,174.805
33.32,35.095,35.55,78.145,86.15,82.88,179.33,180.395,181.055,36.505,88.1,174.025
33.865,35.04,36.225,80.765,86.575,82.14,173.735,179.83,177.335,36.21,88.02,173.17
33.695,35.2,36.54,80.705,88.075,82.37,173.02,177.95,171.885,36.03,86.445,173.025
33.5,35.925,35.72,80.23,85.905,83.645,172.8,179.685,173.81,36.14,87.495,173.54
33.535,36.32,35.725,81.855,84.93,81.84,171.75,177.73,178.38,36.425,87.9,170.73
33.73,36.505,36.165,78.76,87.455,82.97,174.885,183.205,177.67,35.62,87.35,174.92
33.91,36.045,35.78,78.85,84.225,82.86,173.27,184.41,174.43,36.4,86.975,175.415
32.865,35.12,35.12,79.905,84.68,82.67,171.81,183.115,177.005,36.325,87.335,170.66
33.065,35.4,35.83,79.195,86.98,82.84,173.505,176.025,175.41,35.815,86.055,175.025
33.11,35.84,35.695,79.765,85.2,84.285,171.015,179.895,178.265,35.925,86.015,172.84
33.1,35.34,36.25,80.45,85.445,84.135,172.225,179.535,175.585,36.65,88.38,172.3
33.465,35.36,35.72,79.665,87.015,84.905,172.47,181.94,176.75,36.315,87.87,174.405
32.895,34.98,34.86,80.095,87.45,83.46,175.065,177.245,175.235,35.765,86.87,174.3
33.495,35.78,34.985,78.475,85.475,83.03,171.02,176.115,174.575,35.95,86.35,178.355
33.21,35.3,34.91,78.92,85.285,83.365,175.46,175.795,173.605,36.375,86.035,174.925
32.985,35.735,34.97,78.98,87.385,81.475,174.875,177.21,175.005,36.045,86.595,174.605
33.34,34.82,36.105,78.22,83.965,81.335,174.395,176.11,175.125,36.28,86.52,171.32
34.045,35.575,35.74,79.13,83.82,80.81,172.73,179.175,176.79,35.58,87.62,173.145
33.46,34.295,35.205,81.63,85.695,83.99,173.22,177.115,174.32,36.175,86.515,174.655
33.425,35.41,34.87,79.705,83.69,82.095,173.455,177.715,178.015,35.735,86.385,173.8
33.135,35.525,36.09,79.09,85.415,82.275,176.165,175.605,176.16,36.69,85.925,173.255
32.94,35.615,35.43,78.525,86.37,82.905,174.48,177.865,178.905,35.59,85.86,173.605
33.25,35.075,35.425,78.735,84.73,84.4,173.56,180.175,173.955,36.215,85.35,172.285
33.67,34.63,35.61,79.315,84.385,82.635,170.55,181.97,176.05,35.565,85.93,170.325
32.925,35.2,35.8,79.08,84.7,81.82,170.89,180.795,176.175,35.83,86.305,173.1
33.07,34.765,35.12,78.26,85.975,83.895,172.705,179.255,178.34,36.355,87.39,170.79
32.575,35.365,35.595,79.47,84.2,81.96,170.705,177.185,172.89,36.27,86.775,174.78
33.075,35.495,35.095,78.48,86.23,82.31,170.96,182.225,175.69,36.235,87.145,177.49
32.88,35.335,34.92,78.565,85.875,82.485,171.785,178.555,175.16,35.74,86.44,172.95
32.975,35.145,35.785,78.94,85.99,83.825,175.55,176.075,172.91,36.305,86.885,176.125
33.83,35.82,35.525,78.84,85.68,84.27,173.84,174.3,176.195,35.815,87.78,172.535
33.48,35.805,34.87,78.84,84.395,81.92,176.355,175.085,177.145,36.08,86.14,174.75
34.185,35.025,35.925,78.39,85.665,81.875,172.785,181.95,177.33,35.5,85.945,171.275
33.205,35.28,36.015,79.25,85.77,81.375,170.945,178.27,173.68,35.045,85.54,174.225
33.595,35.55,35.055,77.2,85.28,84.195,172.14,177.94,172.895,35.275,85.945,176.465
33.07,36.2,34.255,77.93,85.685,81.12,171.07,178.175,174.63,35.925,85.225,174.66
32.91,35.715,34.925,78.645,86.58,81.81,171.725,180.65,174.315,36.4,87.375,172.24
32.65,35.48,35.58,78.315,84.24,81.915,171.72,175.355,173.485,35.565,86.51,172.06
32.775,34.78,35.475,78.43,85.615,81.965,177.065,178.21,172.1,36.365,86.665,174.195
32.81,35.045,35.365,77.985,85.175,82.415,173.03,180.65,175.365,35.575,86.3,174.885
33.185,35.245,34.935,77.48,85.255,79.96,174.35,178.475,177.805,35.82,86.315,170.72
33.035,35.05,35.895,79.81,84.41,82.06,175.47,177.16,175.695,36.125,84.655,169.145
32.77,35.025,35.725,78.78,82.135,80.83,173.075,177.525,174.205,35.965,86.01,169.705
32.835,35.77,35.51,78.565,83.995,84.74,173.13,179.425,171.88,35.865,86.315,174.03
33.82,34.94,35.475,77.615,84.56,83.06,172.295,174.545,172.195,35.73,85.82,171.69
33.125,34.99,35.385,79.47,85.69,81.945,170.69,177.635,176.065,35.41,86.48,171.9
32.69,35.065,35.94,77.985,82.94,81.67,172.05,179.64,174.195,35.125,84.785,174.995
33.23,35.51,35.54,79.475,86.85,82.035,172.88,178.805,175.645,35.525,85.3,172.76
32.79,35.31,35.315,78.62,85.58,83.005,168.84,180.46,173.955,35.99,85.505,171.08
32.635,34.92,34.98,78.905,85.7,81.495,173.02,178.52,176.965,35.705,85.59,171.335
32.695,35.285,34.715,78.825,85.41,83.67,170.15,175.295,173.185,35.795,85.695,175
32.555,35,34.81,77.895,84.865,82.285,171.365,183.52,176.145,35.62,85.32,168.79
33.025,35.93,34.835,78.08,86.345,80.595,171.575,176.055,171.635,36.055,86.29,169.8
32.78,35.065,35.705,78.705,85.395,82.235,172.365,172.925,172.48,36.13,85.655,172.155
32.795,34.6,34.69,78.365,83.88,81.475,171.45,179.605,174.86,34.975,86.655,171.83
32.415,34.765,35.265,77.305,82.485,82.605,170.525,178.015,172.125,35.045,86.585,172.27
32.995,34.51,34.675,79.24,83.29,81.185,172.145,174.275,171.4,35.825,85.57,170.55
33.43,34.835,34.37,76.085,83.545,81.3,172.45,179.5,174.745,36.16,86.34,168.835
33.265,34.725,34.505,76.82,83.205,81.1,168.885,177.66,168.835,35.65,85.735,171.87
33.495,34.545,35.33,78.685,84.175,80.415,170.51,180.425,172.025,34.96,85.175,169.05
32.54,33.935,34.935,78.61,84.26,81.905,171.625,176.52,172.81,35.75,85.155,171.815
32.28,34.545,35.03,77.56,83.365,82.89,171.2,176.84,173.515,35.255,84.84,171.625
33.18,34.735,34.915,77.885,83.465,80.88,172.395,178.53,170.88,35.365,85.735,173.51
32.705,34.57,34.47,77.1,83.16,82.865,172.645,178.035,169.035,35.095,85.145,170.21
33.425,34.245,34.435,78.83,83.765,80.205,172.125,179.84,172.39,36.14,83.655,172.46
32.79,35.095,34.985,78.615,82.71,81.75,169.72,174.525,173.705,34.95,83.91,170.62
32.66,34.35,35.27,78.575,83.54,82.585,172.61,177.875,170.05,34.59,85.105,174.77
32.415,34.58,34.305,76.895,85.05,81.29,174.92,176.24,170.465,34.885,84.83,173.005
33.17,34.255,34.035,79.035,85.35,81.425,170.62,175.82,177.14,35.8,85.925,170.58
33.665,34.345,34.67,78.31,84.8,81.725,170.64,176.53,173.92,35.475,85.48,170.57
33.305,35.145,35,78.875,84.38,79.635,171.565,179.49,171.715,35.345,85.815,170.765
32.625,34.305,35.04,77.84,85.05,80.99,172.88,176.38,172.73,35.285,83.455,169.57
33.18,34.495,34.855,78.11,83.085,81.64,173.175,177.35,170.765,35.06,82.33,168.44
32.46,34.45,34.095,76.945,84.485,81.835,174.61,181.33,171.56,35.41,84.76,171.73
31.88,34.12,34.7,77.635,83.69,80.945,170.555,177.87,168.44,35.125,85.825,168.66
32.73,34.755,34.415,79.13,83.51,81.32,168.8,175.7,169.425,34.835,84.695,169.825
32.725,34.1,34.31,76.095,84.135,81.705,167.79,175.695,174.845,35.14,82.74,176.08
32.265,34.14,34.64,76.98,85.455,81.61,172.785,177.21,174.04,35.17,84.525,169.185
32.47,33.895,34.785,76.55,85,83.55,173.91,180.34,172.95,35.115,86.165,169.455
32.715,34.695,34.485,77.86,83.395,81.47,168.87,176.23,172.555,35.63,86.51,167.495
32.165,34.5,34.555,77.06,83.53,80.87,171.49,175.515,172.035,35.38,85.88,168.145
31.815,34.685,34.03,76.46,83.515,81.9,170.125,178.015,177.235,34.865,84.96,169.245
32.81,34.465,34.225,77.69,84.275,80.135,167.95,178.27,174.115,35.185,85.215,171.105
32.545,34.97,34.515,78.175,84.595,79.725,170.86,175.845,172.03,34.68,84.415,171.27
32.51,34.18,35.205,78.015,84.76,80.705,170.46,173.76,169.54,35.12,85,170.46
33.045,34.47,35.15,76.175,84.755,80.12,168.92,178.695,168.685,35.31,86.1,172.895
32.375,34.32,34.445,76.755,85.09,83.285,172.415,177.36,171.3,34.995,86.71,167.655
32.37,34.65,33.81,78.305,84.685,81.115,169.725,174.19,172.275,34.675,84.035,167.465
32.13,33.92,33.92,76.28,84.59,79.605,167.355,174.535,175.965,34.565,84.87,171.585
31.955,33.55,34.375,76.745,83.635,78.885,171.11,175.325,171.835,35.18,83.615,168.09
32.675,33.8,34.275,79.235,83.435,80.865,168.42,176.755,174.255,35.19,83.92,169.585
32.19,34.825,34.515,77.65,83.555,80.975,169.87,175.015,172.77,35.95,84.51,169.7
31.415,34.41,34.6,77.56,85.05,80.49,166.29,170.37,170.1,35.4,84.28,171.025
32.07,34.41,34.38,77.66,82.8,80.765,170.485,175.83,174.55,35.44,85.05,170.43
32.01,34.115,34.54,77.125,83.05,79.62,169.94,173.525,175.185,35.15,83.435,168.715
32.565,33.485,33.725,77.115,82.525,80.43,169.22,175.365,173.295,35.34,84.405,167.56
33,34.97,33.845,76.57,83.56,82.26,170.385,175.55,173.53,35.54,84.975,169.29
32.2,34.005,34.195,76.56,82.08,80.41,171.32,173.825,173.415,34.975,85.49,170.275
32.73,33.585,34.42,77.89,83.71,81.895,167.72,172.265,175.905,35.2,84.865,168.15
32.105,34.265,35.09,77.49,84.93,79.76,173.285,173.435,171.795,34.28,84.715,167.32
32.485,34.465,34.85,77.23,83.6,80.225,170.17,175.82,175.39,34.98,85.375,169.14
31.68,34.255,34.475,77.075,83.815,82.205,168.335,174.66,170.055,34.795,84.885,171.23
31.49,34.725,34.545,75.49,83.685,80.805,169.895,174.38,170.805,35.595,83.6,170.33
32.44,33.925,34.335,77.215,82.675,81.32,168.49,178.03,170.77,35.1,83.985,167.385
32.865,33.065,34.525,76.555,83.83,81.8,169.085,174.335,168.56,34.715,83.01,168.025
31.985,33.585,33.915,76.085,83.975,80.34,169.495,174.33,169.005,34.89,83.295,170.215
31.98,33.865,34.985,76.2,83.735,79.55,172.065,174.455,171.525,34.685,84.96,169.605
32.27,34.89,33.25,76.75,82.83,81.195,169.565,173.88,171.665,35.22,82.8,168.055
32.205,33.785,34.085,74.53,83.65,80.7,166.55,176.965,169.395,35.23,82.005,166.315
32.86,33.685,34.36,75.71,81.925,80.575,165.53,171.49,172.2,35.53,83.19,169.345
32.105,34.615,34.16,76.98,82.825,80.095,168.715,173.08,171.255,34.435,85.76,170.76
32.01,34.33,34.76,76.445,83.485,78.545,165.78,171.69,176.73,34.96,83.95,168.025
31.855,33.84,34.03,76.615,81.66,77.53,167.35,175.44,172.405,35.14,83.655,170.505
32.115,34.445,34.375,76.625,81.775,80.355,167.495,174.5,173,34.52,82.22,168.085
31.825,33.74,34.055,77.165,84.245,79.795,167.36,173.025,167.95,34.7,84.035,166.82
31.845,34.275,34.34,76.76,84.56,80.495,166.555,171.03,171.245,35.59,84.565,168.065
32.665,33.62,34.25,77.615,83.2,81.215,169.085,175.865,172.895,34.995,84.81,169.47
31.53,33.96,34.195,75.69,82.29,80.665,167.515,171.665,168.005,35.265,83.795,168.235
31.285,34.345,33.855,77.405,83.285,78.545,167.265,172.72,171.23,34.555,83.565,169.275
31.83,33.815,33.825,75.17,82.015,80.535,166.565,174.265,169.375,35.11,82.615,165.865
32.355,33.565,34,76.05,83.505,78.135,165.985,175.1,168.3,34.745,83.665,170.68
31.82,33.92,33.6,76.965,82.845,77.54,168.3,175.595,172.545,34.18,84.815,172.37
31.495,33.74,33.67,77.06,83.47,79.305,169.155,176.98,172.185,33.745,83.83,166.43
32.2,33.54,33.95,74,82.085,79.99,164.16,172.58,171.57,33.605,83.93,165.5
32.23,33.655,34.255,77.905,82.955,79.22,167.305,174.225,167.88,34.25,81.82,167.575
32.405,34.155,33.31,76.84,81.025,79.725,167.93,175.01,169.48,34.53,83.93,165.85
31.9,33.905,33.17,77.2,81.5,79.31,166.805,170.63,172.12,34.495,84.31,168.06
31.38,34.375,33.365,74.995,83.035,79.105,169.44,172.78,169.98,34.465,83.5,165.975
31.99,33.81,33.69,74.47,82.3,80.245,169.65,173.08,168.28,34.595,83.12,166.17
31.405,33.29,33.645,74.125,81.44,79.44,169.345,174.8,169.955,34.72,83.69,167.1
31.325,34.05,33.525,76.535,81.555,82.535,168.82,172.785,170.78,34.305,82.335,169.265
31.5,33.73,33.835,76.19,82.555,77.625,167.755,173.62,169.69,34.175,83.165,169.765
31.36,34.14,33.785,75.985,82.255,79.93,165.64,175.095,165.975,34.7,81.775,167.555
31.17,33.525,34.4,75.835,82.94,79.745,173.4,178.185,167.25,34.645,84.42,168.405
31.795,33.8,33.88,76.525,82.965,79,170.695,171.995,167.8,34.52,83.13,167.995
31.7,33.585,33.065,76.285,83.45,79.475,165.2,172.895,171.585,34.56,84.73,168.37
32.59,33.705,33.95,74.99,81.495,79.085,164.21,173.07,169.6,34.795,83.88,165.985
31.795,33.615,33.975,76.345,82.77,78.47,166.73,172.955,172.505,34.75,82.43,166.895
32.34,33.685,33.71,76.125,82.105,79.35,170.055,172.145,170.61,34.79,83.345,166.65
30.875,33.22,33.54,75.505,81.115,78.215,167.27,172.725,168.775,34.135,83.1,168.3
31.715,34.305,33.93,75.62,83.89,79.52,165.075,173.985,166.14,34.395,82.125,165.87
31.63,33.86,33.895,76.275,81.95,79.555,166.85,177.38,165.605,34.28,82.69,167
31.335,33.645,32.74,74.605,81.905,78.9,164.31,170.375,170.13,34.65,83.595,169.48
31.335,33.555,32.615,75.26,81.835,80.775,166.845,174.5,169.3,33.79,85.005,166.43
31.495,33.545,34.19,75.125,82.385,80.42,165.86,172.7,165.815,34.05,83.885,167.94
31.755,33.36,33.39,75.755,80.97,78.845,164.855,172.48,168.965,34.22,84.565,165.29
32.21,33.175,33.435,74.775,82.445,80.77,163.315,173.84,172.005,34.49,83.455,168.31
31.595,34.36,33.74,75.24,82.285,80.76,164.06,174.645,169.68,34.23,82.715,166.31
31.62,32.89,34.055,75.45,81.615,80.045,165.89,174.98,167.72,34.755,81.9,167.71
32.145,33.86,33.415,75.73,82.165,79.755,168.24,172.645,166.18,34.235,84.77,164.805
31.365,33.44,33.24,75.37,81.975,80.73,164.975,171.07,168.295,34.93,82.01,163.385
31.275,33.465,34.09,76.63,81.62,79.575,165.02,171.39,168.865,35.53,83.065,165.845
31.37,33.155,33.65,75.12,81.92,79.5,170.16,168.52,171.495,34.515,81.625,166.87
31.42,33.25,33.025,75.735,81,81.265,168.1,173.325,167.985,33.615,83.805,166.25
31.735,32.89,33.78,75.915,81.985,78.795,168.03,173.685,169.415,33.61,83.735,165.71
31.35,33.63,34.06,76.29,82.675,79.885,167.935,169.98,168.525,33.69,83.54,165.505
31.31,33.53,33.48,74.86,80.78,81.085,164.92,173.38,172.63,33.975,83.635,166.255
31.51,33.595,33.735,75.885,80.83,79.365,165.285,171.84,170.18,33.815,83.47,166.81
31.465,33.61,33.045,75.575,82.345,77.905,165.92,170.755,169.125,34.22,84.74,168.11
31.14,33.75,33.11,74,80.885,78.565,164.79,170.995,167.07,34.18,82.73,169.86
31.355,33.815,33.26,76.56,81.94,77.355,161.215,176.99,168.125,34.99,81.935,169.11
31.495,33.19,33.625,75.36,80.875,79.42,167.12,169.285,169.415,34.23,81.495,168.465
31.63,34.12,33.055,73.775,79.91,78.57,168.525,174.36,169.125,34.19,82.695,163.785
31.37,33.27,33.46,75.465,82.54,77.885,166.605,171.46,169.15,34.22,82.145,168.06
31.365,33.96,32.795,75.47,80.905,79.875,167.2,169.14,165.83,34.345,81.525,165.145
31.315,33.98,33.25,74.53,81.56,78.67,167.67,173.745,165.99,33.81,82.89,167.01
31.36,33.7,33.33,75.595,82.805,77.43,163.905,171.525,168.7,33.925,83.38,164.585
31.465,33.315,32.825,74.825,83.67,77.545,164.33,170.435,167.81,34.875,83.615,168.56
30.715,33.02,33.16,74.79,82.705,78.435,164.305,173.015,166.16,34.2,83.14,164.685
31.61,33.075,33.28,74.88,82.32,77.905,166.625,172.93,168.22,34.105,82.37,166.75
31.41,33.445,32.58,76.035,81.55,78.96,163.87,170.3,170.435,34.36,82.73,166.59
31.575,33.475,33.255,74.445,80.75,79.49,166.83,170.87,167.915,34.25,81.885,166.625
31.03,33.21,32.64,75.265,81.6,79.005,169.515,174.4,166.685,33.735,83.36,165.845
30.77,32.63,33.06,75.9,81.905,78.01,164.67,172.075,164.155,33.54,81.63,167.7
31.715,32.48,32.73,75.585,81.245,78.18,164.645,172.095,170.22,33.595,81.905,163.4
31.42,32.38,32.845,74.58,80.59,80.015,163.69,171.98,167.92,33.14,83.855,165.84
30.31,33.185,33.415,74.425,80.62,78.21,167.45,173.72,166.495,34.07,81.68,164.595
31.16,32.5,32.865,75.72,81.175,78.825,164.645,169.475,169.76,33.5,83.555,164.715
30.79,33.09,32.885,75.125,80.765,79.005,164.03,172.245,168.78,34.255,83.705,164.59
30.93,32.34,32.215,74.665,80.735,78.295,164.72,172.56,164.275,34.44,82.575,166.145
30.895,32.98,33.155,74,82.085,78.745,165.68,177.045,166.345,33.78,84.315,164.62
31.21,32.89,33.525,74.025,80.935,78.18,160.72,168.84,168.675,34.325,83.92,162.515
31.06,32.67,32.97,74.27,80.33,78.375,162.09,168.57,166.435,33.655,81.205,166.51
30.97,33.16,33.37,75.14,80.89,80.055,163.7,166.945,167.26,33.91,82.84,163.045
31.225,33.115,33.555,76.845,80.92,80.57,164.475,173.065,167.765,33.445,82.185,166.145
31.745,32.92,34.105,76.955,80.53,78.465,163.73,170.85,167.98,34.24,82.705,165.015
30.86,33.045,33.285,75.4,80.07,78.155,163.79,168.37,166.075,33.86,81.08,167.04
31.055,33,33.055,74.33,80.205,79.08,165.34,169.88,166.365,33.86,79.95,165.67
30.925,32.835,33.4,75.155,81.995,77.62,166.13,175.145,167.72,33.695,81.015,166.625
31.45,32.825,39.93,74.745,81.96,75.77,162.48,170.885,170.675,33.415,81.175,163.19
30.72,32.905,39.84,74.6,81.535,78.5,165.71,167.215,164.765,33.59,81.875,163.135
30.85,32.54,40.875,73.975,80.885,78.62,165.705,169.32,164.8,34.15,83.07,163.565
30.7,32.395,42.025,75.035,79,76.71,165.32,171.16,165.195,34.205,82.605,162.48
30.485,32.9,40.59,74.885,80,77.595,165.765,173.985,165.27,33.68,82.425,163.575
31.12,33.115,40.88,74.215,80.66,80.185,166.19,171.195,165.14,33.705,81.82,166.055
30.985,33.08,40.85,73.64,80.775,76.525,165.72,170.245,165.975,33.645,81.975,166.54
31.175,32.805,39.855,74.39,80.71,79.36,164.715,170.985,170.94,33.515,81.175,166.755
30.895,32.89,39.595,74.08,79.105,76.945,164.54,169.405,165.845,33.99,80.63,164.25
31.12,33.08,40.26,75.055,80.26,78.02,163.215,173.245,165.035,33.44,81.74,164.755
31.165,32.925,39.885,74.01,81.245,78.42,162.86,170.99,165.985,34.465,82.72,166.185
31.175,33.5,39.885,73.99,79.665,79.245,166.855,171.385,166.99,34.045,83.11,164.73
31.55,32.445,40.34,72.295,79.52,78.555,165.235,168.1,167.7,33.57,82.405,162.735
31.055,32.78,39.475,74.205,81.17,77.415,163.135,172.01,168.775,34.025,80.14,165.48
30.65,32.935,39.78,75.415,81.135,78.615,164.365,172.76,164.665,33.375,81.77,164.605
30.07,33.145,40.11,74.265,80.25,78.485,165.955,168.075,168.355,34.02,81.795,166.51
30.935,32.555,39.875,73.09,79.34,77.475,164.95,167.98,167.01,33.455,81.95,163.96
30.855,32.59,39.35,74.735,79.8,78.615,162.275,165.715,164.745,33.755,81.635,164.79
31.065,32.8,40.025,73.135,79.945,76.69,163.325,166.735,167,33.545,82.45,166.08
30.8,33.295,39.205,72.09,81.325,77.62,164.17,167.315,169.785,33.08,81.97,165.495
30.715,32.32,39.845,73.36,81.03,77.525,163.6,171.575,164.125,33.735,81.075,163.51
30.55,32.385,39.915,74.785,79.535,77.9,163.03,170.97,165.33,33.46,79.975,161.59
30.815,32.865,39.155,74.21,79.7,78.065,163.76,168.665,166.87,33.1,82.38,163.48
30.85,32.12,39.925,74.44,79.45,77.285,162.08,168.315,163.88,33.71,81.985,162.945
30.81,32.815,38.66,74.06,80.02,78.205,163.035,169.04,168.54,33.65,81.305,165.155
