G:LS:LC,G:MS:LC,G:HS:LC,G:LS:MC,G:MS:MC,G:HS:MC,G:LS:HC,G:MS:HC,G:VHS:HC*,G:VHS:LC,G:VHS:MC,G:VHS:HC
28.50242952,28.1109679,30.39,67.335,65.655,59.05,134.875,132,129.7,31.26,76.81,141.82
28.26683633,28.68362948,31.01,67.945,68.035,57.8,135.39,132,129.04,31.215,77.625,142.755
27.90080837,28.676935,31.035,68.08,67.83,58.485,134.04,132.12,126.97,31.465,76.325,141.44
27.8416438,27.87763697,30.665,67.115,67.55,58.825,133.92,134.6,129.27,31.19,76.16,141.25
27.64248152,28.22980837,30.605,66.64,65.705,59.07,134.45,132.035,128.56,31.16,74.815,141.13
28.40067568,28.4225999,30.51,67.255,68.28,58.53,134.44,131.36,127.73,31.01,77.79,142.585
28.32748981,28.3733062,30.92,67.215,66.295,58.255,135.75,132.19,128.715,30.885,75.175,138.96
28.15800385,28.78704391,30.63,66.33,66.88,59.005,134.39,129.555,127.725,30.965,76.87,139.4
28.13601062,28.25093336,30.51,66.77,67.535,58.22,133.605,129.75,128.03,30.665,76.08,137.11
28.02013044,28.22427459,30.63,66.01,67.96,57.96,134.77,130.645,128.075,30.755,75.915,142.935
27.71833604,28.98030702,30.67,65.53,68.235,58.49,132.73,134.92,132.63,31.155,76.405,141.235
27.56449324,28.34768587,30.62,66.545,67.055,59.33,134.865,134.69,128.06,31.31,75.965,139.82
28.23811492,28.37298439,30,66.985,66.875,59.155,135.685,133.935,128.685,31.495,75.455,138.075
28.21844333,28.53131367,30.78,67.525,67.985,57.725,135.23,132.515,127.675,31.1,76.87,141.02
27.98611999,28.19632455,30.845,66.04,66.135,58.15,134.24,132.525,127.89,31.19,75.64,141.635
27.76917581,28.70246812,30.25,66.155,66.47,57.975,137.135,133.12,127.075,31.485,75.23,140.28
27.59531337,28.73984789,30.58,66.445,67.185,58.075,133.945,131.95,128.215,30.45,76.345,138.79
27.6187108,28.58229582,30.565,66,65.97,58.51,133.28,129.52,129.355,30.66,75.58,139.945
27.94739892,28.61976551,31.02,65.58,66.85,58.54,132.53,131.59,129.08,31.105,76.035,138.675
27.47258927,28.21521928,30.325,65.91,67.63,58.115,133.255,131.995,128.425,30.51,75.71,138.34
27.472659,28.65084653,31.105,64.42,66.71,58.165,130.675,130.185,126.515,31.57,75.495,137.64
27.28842579,28.13344005,30.235,65.84,68.38,59.255,133.33,130.455,127.785,30.825,75.565,139.385
28.26773962,27.77729723,30.025,66.925,67.265,58.635,132.4,129.94,125.82,30.85,76.135,139.67
27.93057117,28.0566892,29.9,66.595,66.54,57.02,133.535,130.13,127.79,31.06,75.72,139.525
27.6034728,27.9200923,30.97,67.155,67.08,58.085,131.2,130.73,127.35,31.05,76.095,136.705
27.32623644,28.24279362,30.435,66.62,66.1,57.765,132.95,130.675,128,30.74,76.525,138.22
27.34540532,28.16884401,30.475,65.37,65.94,57.15,134.335,128.455,126.545,30.965,76.16,138.51
27.55704589,28.01726445,30.41,65.99,66.625,57.685,132.615,129.515,125.99,30.53,75.885,136.735
28.41976577,27.56297049,30.245,66.22,65.16,57.725,131.69,130.21,128.415,30.71,75.11,138.365
27.4073913,27.7829099,30.39,65.08,68.16,57.085,133.31,130.16,126.2,30.59,75.53,138.465
27.57246045,27.69682031,30.49,64.845,67.03,58.26,130.38,129.425,125.97,30.77,74.88,139.62
27.63685325,27.9839487,30.14,65.205,65.945,57.97,130.945,130.205,125.325,31.23,77.165,138.285
27.5800922,28.25502937,30.81,66.575,64.94,58.24,132.855,129.67,127.9,30.675,75.745,139.825
27.26510805,28.31545548,30.43,64.075,65.7,57.685,131.205,129.285,126.815,30.475,76.385,139.685
27.24955283,28.23942776,30.095,64.835,65.645,57.39,129.22,131.9,126.605,30.635,75.36,140.62
27.38214593,28.1569578,30.24,64.955,66.105,58.17,132.5,130.525,128.55,30.175,75.27,138.135
27.46569571,28.31009084,30.185,65.79,66.44,58.31,130.8,128.955,127.025,30.53,75.03,136.715
27.30392265,28.08931968,30.075,65.07,67.825,58.51,132.665,129.465,127.68,30.435,75.935,139.05
27.04106344,28.10780494,29.86,64.965,64.73,57.955,131.245,131.175,128.415,30.265,75.31,138.565
27.28629425,27.6869889,29.9,65.4,66.405,56.405,130.54,127.855,125.96,31.05,76.35,137.85
27.19783783,27.99104507,29.68,65.2,65.47,57.7,131.5,127.425,125.905,30.295,74.17,138.575
27.10885317,27.70484088,30.305,63.5,65.38,56.945,128.4,130.685,125.605,30.615,75.23,139.085
27.22533773,27.62564604,29.76,65.64,65.51,57.885,128.75,128.02,126.29,30.595,75.215,138.06
27.14191175,27.55252437,29.84,64.65,65.16,58.285,131.53,130.24,126.145,30.88,74.99,137.94
26.9871898,28.03742556,30.005,64.875,65.455,56.55,128.75,128.54,126.77,30.81,74.365,138.82
27.19836797,27.50409589,29.4,65.235,65.01,57.24,129.06,127.76,124.975,30.995,74.335,138.225
27.30339892,27.80815507,29.96,64.89,66.435,56.26,130.25,128.455,125.36,30.41,75.375,136.835
26.83509075,27.61794771,30.205,65.03,63.925,57.075,128.63,128.62,124.61,30.335,75.74,139.825
27.56146636,27.95733739,30.085,66.705,64.39,57.48,129.04,129.305,126.57,30.625,75.355,137.69
27.33684434,28.02937834,29.535,64.74,65.88,57.09,129.425,130.24,124.365,30.36,75.915,136.88
26.9794997,27.26707868,30.11,64.83,65.21,56.855,129.81,128.175,124.725,30.445,75.505,137.18
26.82630648,27.36840556,29.575,64.965,65.015,57,129.635,126.91,127.055,30.43,75.045,137.65
27.00481837,27.24191086,29.995,64.845,65.225,56.725,129.05,128.37,123.695,30.2,75.93,136.445
27.21656336,27.50790453,29.78,64.315,64.58,56.555,130.845,127.435,124.17,30.045,74.805,136.205
27.51245008,27.30711158,29.44,64.03,65.145,56.53,129.235,126.25,124.915,30.465,74.61,138.61
27.10070365,27.85189308,29.525,63.685,64.79,58.005,126.995,126.995,124.335,30.39,74.62,136.015
27.31565567,26.95482351,29.795,64.3,65.4,56.455,130.11,126.355,125.31,30.375,76.105,135.175
26.88782543,27.34936588,29.705,63.595,66.49,56.44,127.545,129.065,126.545,30.195,74.71,135.57
26.60787253,26.91843564,29.9,64.55,65.245,57.57,129.55,129.66,125.1,30.34,74.065,136.625
26.24452548,27.03652706,29.255,64.925,63.72,56.83,126.395,130.89,124.765,30.52,74.975,137.54
26.80528996,27.48872528,29.445,64.08,65.475,56.065,129.205,128.285,124.345,30.17,74.105,134.375
27.08408186,27.15799771,29.71,63.88,64.645,56.785,130.655,128.175,125.745,29.91,75.385,137.235
27.15263877,27.35962774,29.86,63.87,64.925,57.32,126.965,128.08,125.69,29.385,74.22,136.71
26.72261808,27.36472927,29.565,64.43,63.55,56.07,127.88,130.035,123.305,29.585,74.275,136.485
26.88429795,27.08348967,29.36,63.23,64.47,56.34,127.515,127.645,122.2,30.345,74.155,134.59
26.61333148,26.99173149,28.935,63.73,64.565,55.93,126.365,127.045,123.095,29.96,74.895,132.1
26.29494326,27.25108013,29.815,64.28,63.92,57.16,128.505,128.24,125.435,30.075,74.23,135.76
26.93787284,27.13064214,29.565,63.75,64.545,56.85,127.8,127.44,121.615,29.805,75.19,134.825
26.62679935,27.08673387,29.345,64.76,63.81,55.95,127.135,127.795,124.75,30.475,74.095,135.755
26.55498487,26.91066702,28.985,63.67,63.43,55.29,129.835,126.715,123.395,30.13,74.32,135.695
27.24264716,26.58378828,29.285,63.54,64.09,56.28,126.855,127.55,123.155,29.885,73.985,135.22
26.88920607,27.09921869,29.465,62.485,63.19,56.635,128.58,126.12,121.95,29.82,75.55,139.015
26.48686986,26.84540608,29.305,64.565,63.17,55.74,128.55,128.45,124.135,29.375,74.26,136.85
26.80258928,26.9288873,29.485,64.29,63.59,55.615,128.23,126.445,126.42,30,73.87,134.435
27.00189576,27.03070953,29.275,65.3,63.32,56.565,126.995,125.56,123.63,30.245,74.765,135.84
26.41775979,27.08026234,29.395,65.23,64.19,56.135,125.9,128.045,122.755,29.855,74.16,135.785
26.88636935,26.93612978,29.325,64.83,64.71,56.535,127.45,126.395,122.06,29.755,74.78,136.22
26.95691859,27.22378712,29.175,65.23,63.05,56.085,129.085,128.635,123.875,30.36,73.265,133.2
26.55909826,26.95314354,29.225,65.275,62.605,55.935,126.375,128.26,122.04,29.395,73.655,135.105
26.7666921,26.52474611,29.55,64.045,63.46,56.09,128.775,126.625,122.42,29.635,73.37,136.01
26.85784009,26.73693353,29.44,63.605,64.95,57.21,128.655,124.94,121.615,29.915,74.005,133.605
26.8452223,26.84890548,29.35,63.115,64.25,55.785,128.67,127.46,122.26,29.92,74.265,133.65
26.86260469,26.78962964,28.935,63.26,63.595,56.085,127.105,126.81,122.485,30.165,74.155,135.555
26.66925762,26.93278729,28.72,63.74,61.695,55.53,127.83,127.505,119.17,30.25,74.01,134.56
26.52471405,27.05118724,28.74,65.375,62.61,55.8,127.13,127.635,122.66,30.225,74.27,134.79
26.49787948,26.55348161,28.82,63.015,63.7,55.18,130.74,129.005,122.15,29.91,72.535,135.765
26.53159801,26.54234082,28.935,63.535,63.195,56.275,126.755,128.375,121.155,29.98,74.37,132.28
26.58881089,26.42029618,29.08,65.14,62.505,55.54,126.095,126.92,123.1,29.635,72.05,134.13
26.27305354,26.60681889,28.645,63.64,62.955,54.83,126.29,127.22,122.25,29.835,73.19,136.83
26.56144506,26.31441989,28.625,63.625,62.515,55.09,129.53,124.63,122.89,29.655,72.87,132.985
26.74372194,27.12726723,29.07,63.315,62.375,55.285,130.625,125.315,122.54,29.82,72.84,134.035
25.91640322,26.75220076,28.86,62.77,63.03,56.02,127.95,127.12,121.175,30.12,73.9,130.99
26.00626009,26.81904081,29.315,63.985,63.315,55.18,126.06,126.96,122.235,29.09,73.38,131.275
26.03624492,25.82983495,29.04,64.44,62.06,54.98,125.47,125.865,122.405,28.985,73.38,133.24
26.17891394,26.34415153,28.42,64.11,63.12,55.08,127.415,124.405,121.33,30.015,74.005,133.83
26.42273966,26.81105716,28.215,63.685,62.875,55.705,128.21,125.485,120.68,28.86,73.02,133.915
25.95100095,26.49289732,28.935,64.21,62.23,55.16,126.06,126.1,120.34,29.58,73.06,136.955
26.09911041,26.21177145,28.79,62.425,62.065,54.6,128.145,124.325,119.83,29.635,74.68,133.48
26.35413375,26.69974137,28.68,62.685,63.12,54.135,128.055,124.075,121.765,29.54,73.245,133.98
26.31517682,26.58081997,29,62.61,62.84,54.635,126.715,126.235,120.995,29.52,74.625,133.685
25.95550498,26.55537609,28.91,63.78,63.03,55.56,126.695,126.51,122.805,29.635,72.39,132.19
26.13950495,26.64981623,28.67,63.13,62.425,54.29,127.595,126.35,122.405,29.615,73.56,132.7
25.97618351,26.13626112,28.27,62.22,61.815,56.04,125.635,126.625,120.175,29.505,72.215,136.345
26.07901108,26.64994896,28.515,62.5,62.955,55.52,124.555,123.99,120.205,29.135,72.43,133.675
26.36418702,26.30751441,28.635,63.58,63.185,54.485,126.59,125.97,119.645,28.94,73.47,134.66
25.98105371,26.07660526,28.68,61.705,62.08,54.27,126.43,124.845,119.725,29.6,73.43,134.32
26.29239616,25.88646555,27.95,62.915,62.115,54.64,127.39,126.015,120.27,29.005,74.085,134.49
26.43191847,25.98865577,28.85,63.755,62.62,54.955,123.265,124.055,119.95,29.305,73.995,133.435
26.2630956,25.9832428,28.67,63.47,61.81,53.935,124.91,126.74,119.72,29.925,73.48,133.805
26.30607986,26.18943123,28.595,61.595,61.74,54.805,125.56,125.045,119.195,29.885,72.95,132.985
26.03030777,25.70452573,28.54,62.47,62.265,54.92,125.405,126.57,120.025,29.48,72.98,135.075
26.17298186,26.49419544,29.115,63.165,61.295,54.645,123.915,123.925,119.595,28.895,72.44,133.28
26.12250694,26.49303371,28.395,63.505,61.895,54.255,124.37,124.905,119.99,29.835,72.265,133.33
25.83258947,25.80111259,29.115,62.715,60.625,53.515,126.3,124.055,119.215,29.49,71.69,131.295
26.1318546,26.28637529,28.715,62.945,60.695,55.065,125.08,124.375,121.915,29.13,72.43,133.48
25.69788506,26.19043449,28.33,63.03,61.665,54.04,123.515,125.595,121.115,29.535,73.18,133.43
25.71656428,26.33007538,28.745,63.405,61.525,54.47,126.62,124.69,119.45,29.165,72.805,131.875
26.19345917,25.80342802,28.185,62.62,61.6,54.89,125.605,123.765,120.775,29.52,72.59,132.085
25.71739372,25.63837304,28.15,61.645,61.91,54.5,125.575,122.395,119.705,29.295,71.785,132.16
26.09618961,26.08875771,28.505,62.735,61.1,55.295,123.685,123.6,118.91,28.805,72.455,132.03
25.90682524,25.95925945,28.26,62.49,60.81,54.43,126.845,123.14,119.005,28.945,72.21,134.415
25.95591975,26.26049813,28.525,61.87,61.61,54.52,123.335,123.995,122.325,29.09,72.645,132.48
26.20379533,25.81468822,28.19,61.185,60.835,53.995,123.445,123.855,120.415,29.1,72.3,134.455
26.08784805,26.09941198,28.485,61.075,61.025,54.545,123.325,123.825,119.335,28.865,71.81,133.21
26.04814154,25.57735987,28.5,60.41,61.105,55.02,125.19,122.805,120.115,29.125,71.77,132.49
25.84739788,25.49428876,28.63,62.425,61.18,54.4,125.61,125.26,118.875,29.045,72.695,131.735
25.69403298,25.9526814,28.405,61.835,60.635,54.365,124.935,124.485,120.415,29.3,72.905,130.23
25.98008383,25.6991772,28.125,62.91,60.335,55.155,127.435,123.1,118.45,28.725,71.51,130.935
25.00392328,25.82464484,28.115,62.265,60.75,53.195,123.19,123.485,118.58,29.03,71.695,132.915
26.05947328,25.67267862,27.935,63.07,60.635,54.59,122.37,122.04,118.35,29.205,71.895,132.665
25.16439007,25.47633528,28.265,61.46,61.55,53.495,125.01,123.775,119.31,28.71,72.22,131.635
25.38642761,25.91919659,27.74,61.855,60.14,54.005,124.455,121.37,118.8,29.01,72.15,130.3
25.35755911,25.99982408,28.225,60.26,60.705,54.075,123.265,122.2,117.695,28.99,72.27,133.245
25.60334782,25.63640563,28.21,61.225,59.695,53.87,121.82,121.685,119.34,28.79,72.395,131.48
25.54468213,25.53765066,28.035,62.73,61.545,54.305,124.46,122.805,120.39,28.715,72.365,132.65
25.60374325,25.49530043,28.49,62.125,60.345,53.825,122.095,122.405,118.9,28.92,71.32,130.14
25.39056278,25.65769945,28.645,60.95,61.43,53.52,122.965,122.475,118.3,29.155,71.935,132.845
25.69728309,25.69454514,28.275,60.855,60.715,53.915,124.16,122.935,118.615,29.13,72.095,134.785
25.24504288,25.28855271,28.46,62.86,59.795,53.64,120.27,123.845,118.495,28.855,72.81,131.56
25.24284807,25.41073859,28.075,63.01,59.69,54.045,122.75,121.34,119.79,28.43,70.7,129.95
25.55287917,25.45766313,28.395,60.28,61.725,53.47,124.285,122.15,119.1,28.315,71.075,130.28
25.26129866,25.77585469,28.34,62.17,59.51,53.9,124.985,118.54,117.155,28.65,71.86,130.325
25.29653638,25.65626161,28.445,60.135,60.5,54.065,122.83,123.805,118.755,28.995,71.98,133.275
24.91499,25.24023193,27.885,61.56,60.105,52.6,123.555,123.88,121.125,29.265,71.525,130.96
25.31909365,25.28363926,28.125,60.815,59.875,52.51,124.535,121.26,118.09,28.88,72.1,131.615
24.80282829,25.50659817,27.56,61.5,59.875,53.415,123.77,121.62,118.2,29.36,71.56,131.8
25.12802071,25.69697029,27.585,60.875,60.345,52.495,123.65,120.52,120.075,28.885,72.24,130.06
25.74890944,25.53681948,28.115,59.745,61.03,53.805,120.735,121.905,117.55,28.83,71.165,128.865
25.06275896,25.19480644,27.6,60.535,59.625,53.465,123.13,121.02,117.03,28.705,70.455,131.43
25.28534115,25.19572039,27.6,60.885,60.22,54.135,122.815,123.94,117.61,28.86,71.765,130.34
24.99005579,25.31834804,27.635,60.67,60.47,54.57,120.205,120.325,115.47,28.33,71.285,130.115
25.39044848,25.48119688,27.825,60.855,60,52.69,120.655,122.745,119.325,28.895,71.34,129.37
25.35681456,24.76579278,28.11,60.39,59.405,53.93,124.285,122.135,118.2,28.02,70.615,133.07
24.92880123,24.80522661,28.055,60.685,59.915,52.78,121.165,121.37,117.145,28.77,71.835,130.32
24.96759298,25.50498308,27.37,61.6,59.545,54.21,121.485,122.955,116.315,28.86,71.91,127.995
24.93874638,25.14529856,27.79,60.11,59.18,54.06,121.69,121.415,118.33,28.68,71.45,129.08
24.5562754,25.0304215,27.725,60.165,59.865,53.18,122.805,119.29,119,28.665,71.885,131.87
25.20247349,24.69477067,27.495,60.43,60.105,53.005,121.83,123.075,115.265,28.63,71.845,131.315
25.27441339,24.90322877,27.91,61.37,59.245,53.28,118.65,122.11,117.345,28.66,71.27,131.35
24.66272207,25.56095614,27.755,61.26,60.76,53.385,120.115,119.33,116.58,28.9,70.275,130.345
25.13629909,24.89990271,27.54,60.195,59.54,53.545,120.985,120.475,115.975,28.395,70.995,128.395
24.61390273,25.1192723,27.66,60.35,60.4,52.965,118.435,120.92,117.02,28.38,71.06,130.275
25.02514098,24.87054569,28.115,61.25,60.16,53.19,119.46,121.89,117.745,28.8,70.58,129.845
25.12091068,24.88889921,27.825,60.73,59.82,52.445,121.38,121.66,117.645,28.14,70.58,127.94
24.71273697,24.81405237,27.355,61.12,59.54,53.335,121.36,120.93,116.09,28.605,71.12,130.55
24.64254761,24.41787541,27.21,60.16,58.7,52.985,120.975,120.3,114.52,28.355,71.395,128.355
24.88648564,24.63868409,27.275,59.72,60.075,53.395,122.205,120.905,114.77,29.025,72.345,129.1
24.5367417,24.8349505,27.19,59.38,59.465,52.08,120.97,122.15,116.6,28.165,71.425,130.125
24.89067388,25.23173417,27.73,59.675,59.165,53.37,121.235,120.125,115.635,28.465,70.845,129.125
25.01592181,25.05348747,27.4,60,59.355,52.95,118.84,120.355,116.63,28.27,72.315,130.435
24.57758032,24.64882161,27.315,59.04,59.825,53.435,120.555,120.115,116.9,28.055,72.385,131.055
24.99055483,25.05244644,27.185,60.7,57.675,52.78,121.73,120.685,116.37,28.275,71.12,128.525
24.79623537,24.29001345,27.33,60.08,58.75,51.255,121.77,121.76,115.33,28.03,71.07,128.155
24.9152675,25.37325334,27.355,59.5,58.725,53.09,120.48,120.42,115.145,28.3,70.01,131.195
24.37354478,25.16541985,27.095,60.94,58.53,52.33,120.615,119.465,116.855,28.145,69.43,127.745
24.73069815,24.70320247,27.055,59.33,60.02,52.41,119.03,119.015,117.62,27.705,70.39,128.39
24.56314563,24.77859355,27.335,59.605,58.93,52.255,120.675,120.8,114.845,27.85,72.205,127.555
24.20457256,24.7787478,27.44,59.135,58.875,52.785,118.48,121.745,115.695,28.22,71.055,129.215
24.92887853,24.67646501,27.32,59.395,58.955,52.46,119.205,120.135,114.05,27.95,69.5,129.8
24.49588538,24.39006659,27.565,59.55,58.68,51.605,119.2,118.355,115.145,27.845,70.955,128.44
25.13890997,24.75777238,27.185,59.15,58.575,52.895,121.205,118.735,115.565,28.105,71.4,131.155
24.80010829,24.42495106,27.54,59.62,57.23,52.025,121.625,120.38,114.19,28.19,70.565,128.97
24.73440093,24.5898292,27.17,59.95,58.77,52.665,120.08,121.57,115.07,28.195,70.5,127.905
24.44934322,24.79580782,26.965,58.815,58.06,51.81,120.805,121.325,114.095,28.44,70.755,128.935
24.28638069,24.444043,27.125,60.2,58.46,53.56,119.99,120.05,113.23,27.97,70.345,130.14
24.10054936,24.7421604,26.82,59.675,58.025,53.53,117.715,118.28,115.405,28.23,69.53,129.23
24.57983555,24.67293957,26.875,58.865,58.215,52.325,119.285,121.3,114.7,27.515,70.37,127.725
24.29483022,24.4256051,26.875,58.35,58.33,52.295,117.25,119.245,113.795,27.835,69.415,127.8
24.29471899,24.51129432,26.955,59.22,58.005,52.43,117.5,117.98,113.32,28.045,70.45,128.18
24.60072557,24.22485235,26.835,59.96,58.63,52.11,118.275,120.59,113.055,28.04,70.55,127.37
24.51357196,25.02411676,27.135,59.255,58.005,51.47,117.88,119.56,114.985,27.97,70.165,130.42
24.26891662,24.64352299,27.045,59.31,58.16,52.45,118.58,119.56,114.715,27.805,70.13,128.02
24.37568433,24.39891217,26.67,59.855,59.095,52.625,116.37,119.52,113.475,28.13,70.155,127.35
24.5217087,24.37678081,27.005,58.915,58.195,52.37,117.15,118.075,114.72,27.37,70.31,127.335
24.66132856,24.35286983,26.99,58.095,58.345,51.96,118.49,119.175,114.085,27.67,69.38,129.78
24.19269345,24.95625205,27.06,59.21,57.465,52.195,118.615,119.035,115.365,28.14,70.03,128.335
24.30182186,24.72205725,26.54,59.22,57.15,53.155,120.175,118.43,114.83,27.645,68.785,128.29
23.82302545,23.94163598,26.445,57.92,58.665,52.255,118.255,115.94,112.63,28.15,70.715,127.4
23.99647105,24.75769103,26.995,59.02,56.955,52.39,119.035,117.865,115.89,27.64,69.8,128.65
24.06735134,24.28237923,26.79,60.175,57.335,51.93,119.96,118.115,112.94,27.775,69.61,126.595
24.02238363,24.33288507,26.795,58.165,58.705,51.795,119.605,117.88,115.83,27.555,69.565,128.215
24.30517118,24.72544355,27.18,57.29,57.63,51.78,115.6,120.78,113.415,27.78,69.145,127.025
24.02438928,24.36886802,26.9,57.875,57.27,52.13,115.165,118.135,113.465,27.78,70.68,127.355
24.27218076,24.26980909,26.405,58.81,57.965,51.635,115.685,117.57,114.15,28.09,69.93,126.685
23.90951335,23.94044646,27.035,58.23,57.145,51.905,115.24,116.27,112.385,27.19,69.81,127.305
23.6066646,24.33990708,26.46,59.02,58.545,52.025,117.65,117.415,113.53,28.3,70.665,128.455
24.15630326,24.15424445,26.605,58.085,58.125,52.175,115.69,118.595,114.8,28.175,70.115,127.83
23.72768385,24.32209563,26.04,58.11,56.605,51.86,115.93,117.495,114.355,27.37,70.6,125.895
24.25882848,24.19269813,26.545,58.335,57.255,51.12,115.535,117.055,111.865,27.75,69.12,126.05
23.96751617,24.25946394,26.295,57.095,58.195,51.735,116.675,116.795,111.2,28.035,70.03,125.45
23.37820327,23.91080801,26.11,58.615,57.26,51.535,118.32,115.08,111.93,27.555,68.975,124.935
23.53962793,24.22397621,26.425,58.835,57.545,52.155,118.205,117.795,113.285,27.815,69.81,126.815
24.41365631,24.38573706,26.34,58.295,57.075,50.945,116.015,117.09,113.655,27.225,68.75,127.065
23.95495726,24.12198838,27.1,58.415,57.535,51.08,116.03,116.605,113.405,27.1,69.4,127.065
23.90822694,24.38778207,26.65,57.235,57.47,52.86,115.155,115.975,113.805,27.87,69.375,127.015
23.96525007,24.31122977,26.665,57.38,57.87,52.395,118.685,116.935,113.815,27.09,69.795,128.995
23.71849137,24.06699133,26.445,57.175,58.45,51.53,116.6,115.545,112.37,27.33,68.69,125.275
23.63131499,24.12106494,26.62,57.45,56.79,52.03,118.535,117.535,113.305,27.545,68.2,127.185
24.31224479,23.86684613,26.625,57.245,57.56,51.915,114.995,114.62,112.92,28.045,69.91,129.22
23.67907609,23.84652349,26.76,58.96,56.73,51.585,116.3,117.195,113.75,27.47,69.42,128.725
23.84251798,24.03491816,26.36,58.7,57.995,51.56,114.68,116.075,111.855,27.41,69.945,125.46
23.8470502,23.83621998,26.405,57.825,56.35,51.485,114.995,116.215,111.895,27.755,69.365,126.785
23.81908413,24.12194469,26.565,57.98,55.505,50.735,114.585,116.715,111.985,27.81,68.68,122.765
23.47067443,23.80070624,27.045,58.28,56.58,51.915,114.96,117.65,112.68,27.395,68.825,124.28
23.85178021,23.68728162,26.495,58.46,56.795,51.425,117.63,117.565,110.975,27.325,69.17,127.285
23.3364986,23.45781909,26.215,57.375,56.595,51.36,117.225,114.67,112.11,27.025,69.875,125.16
23.61189018,23.53982897,26.46,57.305,56.535,51.685,116.695,118.495,112.625,27.015,70.895,126.53
23.50197426,23.59290761,26.625,57.53,57.54,51.595,117.025,116.295,112.415,27.45,69.965,127.51
23.62852345,23.52094031,26.375,57.87,57.47,51.31,116.265,116.865,110.755,27.375,69.355,125.565
23.71214875,23.64383391,26.07,57.1,57.31,51.345,114.435,115.57,111.355,26.615,68.985,124.575
23.98836453,23.56255887,26.015,57.275,57.93,51.365,114.33,115.955,112.08,27.655,69.12,126.84
23.75919185,24.11488083,26.115,57.205,56.475,51.645,117.24,117.29,113.45,27.135,69.135,124.84
23.83281714,23.44321504,26.175,57.18,56.615,51.055,117.16,115.59,110.365,27.39,68.385,124.795
23.83551804,24.00199043,26.1,58.495,57.335,51.055,116.03,115.085,110.745,27.4,68.725,124.65
23.32198402,23.69738938,25.99,56.905,55.46,50.49,115.59,116.335,110.74,27.07,69.41,127.05
23.51078769,23.91645631,26.02,58.06,57.36,50.465,112.98,116.315,110.32,26.775,68.695,124.91
23.76765736,23.71886153,26.065,57.77,56.575,50.785,113.98,116.21,110.17,27.57,67.895,125.36
23.36583497,23.55020919,25.825,57.36,57.095,51.91,113.16,115.225,112.285,27.735,68.785,125.745
23.24781417,23.89469743,25.975,57.225,55.83,50.785,114.56,116.835,111.235,27.16,67.9,123.69
23.36068985,23.4844243,26.025,57.735,55.91,50.81,114.325,115.705,112.155,26.975,68.56,125.53
23.45274987,23.41313979,26.4,56.705,56.075,50.935,113.64,114.88,110.455,27.76,68.975,124.405
23.22511739,23.36367685,25.97,56.52,55.415,49.94,115.23,116.03,110.225,26.915,69.025,123.855
23.32319235,22.99437332,25.92,57.27,56.035,50.55,115.62,115,112.36,27.17,68.225,125.385
23.5180265,23.15343572,26.135,58.015,57.16,50.375,115.965,115.77,111.12,27.245,69.615,123.905
23.41956374,23.76355016,25.715,55.74,55.495,50.64,111.055,112.95,110.085,27.015,69.105,124.54
23.25852519,23.44364963,25.73,57.715,56.335,50.54,113.895,113.21,111.29,26.745,68.97,124.75
23.22476419,23.5771436,26.545,56.855,56.055,50.575,114.335,115.685,110.185,27.045,68.44,123.64
22.8960762,23.74448399,26.355,56.4,56.055,50.225,112.865,115.88,110.65,27.245,69.265,126.95
23.40242754,23.12571318,25.905,57.715,55.07,51.36,114.365,116.925,109.375,27.33,67.72,124.245
22.84423684,23.56690445,25.42,56.27,55.585,51.02,113.685,116.785,109.32,26.92,69.275,123.285
22.92356371,23.48398242,26.455,57.06,55.475,51.24,113.465,115.52,110.5,26.57,69.155,124.395
23.31149726,23.34391255,26.03,56.75,55.39,50.755,112.09,114.645,110.785,27.16,69.725,127.48
23.16678543,23.62757282,25.9,55.625,54.58,50.15,114.2,115.115,109.125,26.76,68.74,126.145
23.33099382,23.28064137,25.76,57.22,55.755,50.44,111.98,114.275,109.99,26.38,68.235,124.49
23.0068549,23.29591283,25.88,56.575,55.92,50.625,112.66,115.355,108.08,26.975,69.25,126.6
23.06894575,23.59115433,25.68,57.01,55.955,50.915,112.2,114.775,109.515,26.715,68.785,124.495
23.42060209,23.77974261,25.705,56.105,54.81,50.65,111.855,114.8,110.23,26.74,68.435,122.72
23.01591124,23.27988241,25.835,56.765,55.21,51.42,113.555,115.65,110.18,27.135,68.65,125.36
23.32514876,23.08591584,25.695,56.615,55.87,49.82,112.41,113.575,108.685,26.925,67.915,127.045
23.3361035,23.5593025,26.22,56.135,55.525,50.97,112.585,113.785,109.845,26.72,67.595,124.57
22.98375777,23.37592984,26.17,55.38,54.57,50.135,111.92,113.87,107.305,27.26,67.72,124.44
23.21018691,23.66610445,25.985,55.35,56.09,50.26,112.725,114.18,108.105,26.635,67.65,127.06
23.56394747,23.43913025,25.385,55.805,54.89,50.09,112.02,114.73,107.405,26.405,67.55,124.335
23.34435989,23.32657278,25.87,55.82,55.45,50.195,113.83,113.165,109.975,26.775,68.43,125.185
23.19976011,23.51723027,25.46,56.77,56.225,50.36,112.075,113.485,107.625,26.97,68.42,123.495
23.02383125,23.44486884,25.965,55.465,55.695,50.115,110.42,114.375,110.495,26.68,67.085,124.235
23.01369666,23.46597271,25.555,55.585,56.38,50.095,113.515,113.09,108.755,26.48,68.07,123.64
